手机号码	FXS端口	默认路由计划	高级路由计划	低级路由计划	绑定IP账号数量	来显方式	反极控制	业务密码	注册密码	号码业务	DID1	DID2	DID3	彩铃	用户类别（1-15）	FXS帐号	ip帐号	短号	号码闭塞(0-禁用,1-启用)	收号方式(0-DSP,1-SLIC)	呼叫频度
670374		高级路由计划	默认		0	0	0	WnJA1"Vc8s	WnJA1"Vc8s					0	1		670374		0	1	0
670375		高级路由计划	默认		0	0	0	w0:LL]ab"L	w0:LL]ab"L					0	1		670375		0	1	0
670376		高级路由计划	默认		0	0	0	|`Y5nT	|`Y5nT					0	1		670376		0	1	0
670377		高级路由计划	默认		0	0	0	<)r.utk	<)r.utk					0	1		670377		0	1	0
670378		高级路由计划	默认		0	0	0	/y*^Mn~i3"	/y*^Mn~i3"					0	1		670378		0	1	0
670379		高级路由计划	默认		0	0	0	oJ<-H1IN0	oJ<-H1IN0					0	1		670379		0	1	0
670380		高级路由计划	默认		0	0	0	}p6u	}p6u					0	1		670380		0	1	0
670381		高级路由计划	默认		0	0	0	:v9A'ULU9?	:v9A'ULU9?					0	1		670381		0	1	0
670382		高级路由计划	默认		0	0	0	==l#RFK`b	==l#RFK`b					0	1		670382		0	1	0
670383		高级路由计划	默认		0	0	0	=tdCA{9N+	=tdCA{9N+					0	1		670383		0	1	0
670384		高级路由计划	默认		0	0	0	QY`J=~4)h/U*	QY`J=~4)h/U*					0	1		670384		0	1	0
670385		高级路由计划	默认		0	0	0	"w!*tuFkO8	"w!*tuFkO8					0	1		670385		0	1	0
670386		高级路由计划	默认		0	0	0	)5akN=>aj!	)5akN=>aj!					0	1		670386		0	1	0
670387		高级路由计划	默认		0	0	0	]Q8^%ufb%	]Q8^%ufb%					0	1		670387		0	1	0
670388		高级路由计划	默认		0	0	0	ldg%A	ldg%A					0	1		670388		0	1	0
670389		高级路由计划	默认		0	0	0	0XvJ7k;Zz5.	0XvJ7k;Zz5.					0	1		670389		0	1	0
670390		高级路由计划	默认		0	0	0	NlJc{	NlJc{					0	1		670390		0	1	0
670391		高级路由计划	默认		0	0	0	bhdhq	bhdhq					0	1		670391		0	1	0
670392		高级路由计划	默认		0	0	0	|#qE	|#qE					0	1		670392		0	1	0
670393		高级路由计划	默认		0	0	0	m[D*6Xqwxm	m[D*6Xqwxm					0	1		670393		0	1	0
670394		高级路由计划	默认		0	0	0	KYu=I	KYu=I					0	1		670394		0	1	0
670395		高级路由计划	默认		0	0	0	O!-f	O!-f					0	1		670395		0	1	0
670396		高级路由计划	默认		0	0	0	N|@2(iq&gap	N|@2(iq&gap					0	1		670396		0	1	0
670397		高级路由计划	默认		0	0	0	S!PSl9"!}c%	S!PSl9"!}c%					0	1		670397		0	1	0
670398		高级路由计划	默认		0	0	0	f^Ju?"gK,K	f^Ju?"gK,K					0	1		670398		0	1	0
670399		高级路由计划	默认		0	0	0	}@9e	}@9e					0	1		670399		0	1	0
670400		高级路由计划	默认		0	0	0	<'g3i<1t8	<'g3i<1t8					0	1		670400		0	1	0
670401		高级路由计划	默认		0	0	0	,ioeP@	,ioeP@					0	1		670401		0	1	0
670402		高级路由计划	默认		0	0	0	521=)f1~E	521=)f1~E					0	1		670402		0	1	0
670403		高级路由计划	默认		0	0	0	B(mk^=Mqq	B(mk^=Mqq					0	1		670403		0	1	0
670404		高级路由计划	默认		0	0	0	SNR0/W^Kj$	SNR0/W^Kj$					0	1		670404		0	1	0
670405		高级路由计划	默认		0	0	0	6-BZ-D+x4gV	6-BZ-D+x4gV					0	1		670405		0	1	0
670406		高级路由计划	默认		0	0	0	N-6e3E5&	N-6e3E5&					0	1		670406		0	1	0
670407		高级路由计划	默认		0	0	0	s7yI7b;&Fh	s7yI7b;&Fh					0	1		670407		0	1	0
670408		高级路由计划	默认		0	0	0	Sk6^}f-3}W	Sk6^}f-3}W					0	1		670408		0	1	0
670409		高级路由计划	默认		0	0	0	\mC{'	\mC{'					0	1		670409		0	1	0
670410		高级路由计划	默认		0	0	0	SjU,x`$g	SjU,x`$g					0	1		670410		0	1	0
670411		高级路由计划	默认		0	0	0	R$Zn	R$Zn					0	1		670411		0	1	0
670412		高级路由计划	默认		0	0	0	XF2XJFo{	XF2XJFo{					0	1		670412		0	1	0
670413		高级路由计划	默认		0	0	0	cKkLX	cKkLX					0	1		670413		0	1	0
670414		高级路由计划	默认		0	0	0	1O'*I	1O'*I					0	1		670414		0	1	0
670415		高级路由计划	默认		0	0	0	y>0ys)?jU,	y>0ys)?jU,					0	1		670415		0	1	0
670416		高级路由计划	默认		0	0	0	L}2EXbhE:	L}2EXbhE:					0	1		670416		0	1	0
670417		高级路由计划	默认		0	0	0	|_I=P"+csD	|_I=P"+csD					0	1		670417		0	1	0
670418		高级路由计划	默认		0	0	0	MIiy	MIiy					0	1		670418		0	1	0
670419		高级路由计划	默认		0	0	0	90=w>~92\5'	90=w>~92\5'					0	1		670419		0	1	0
670420		高级路由计划	默认		0	0	0	gZ`#a%f	gZ`#a%f					0	1		670420		0	1	0
670421		高级路由计划	默认		0	0	0	s/c/p	s/c/p					0	1		670421		0	1	0
670422		高级路由计划	默认		0	0	0	)/9&'	)/9&'					0	1		670422		0	1	0
670423		高级路由计划	默认		0	0	0	w#JUn	w#JUn					0	1		670423		0	1	0
670424		高级路由计划	默认		0	0	0	DaAiCv0BD8d2	DaAiCv0BD8d2					0	1		670424		0	1	0
670425		高级路由计划	默认		0	0	0	a&R=Y	a&R=Y					0	1		670425		0	1	0
670426		高级路由计划	默认		0	0	0	c^>b{:OTSx	c^>b{:OTSx					0	1		670426		0	1	0
670427		高级路由计划	默认		0	0	0	GAN_	GAN_					0	1		670427		0	1	0
670428		高级路由计划	默认		0	0	0	y2^@y	y2^@y					0	1		670428		0	1	0
670429		高级路由计划	默认		0	0	0	<|x:OT*+]D	<|x:OT*+]D					0	1		670429		0	1	0
670430		高级路由计划	默认		0	0	0	'WM)	'WM)					0	1		670430		0	1	0
670431		高级路由计划	默认		0	0	0	u^JXsx(,]Xb	u^JXsx(,]Xb					0	1		670431		0	1	0
670432		高级路由计划	默认		0	0	0	C-%7#Q,`<wP	C-%7#Q,`<wP					0	1		670432		0	1	0
670433		高级路由计划	默认		0	0	0	&IG3bm"	&IG3bm"					0	1		670433		0	1	0
670434		高级路由计划	默认		0	0	0	>r4O8Js?hWs	>r4O8Js?hWs					0	1		670434		0	1	0
670435		高级路由计划	默认		0	0	0	Raj\wL	Raj\wL					0	1		670435		0	1	0
670436		高级路由计划	默认		0	0	0	[NgCm	[NgCm					0	1		670436		0	1	0
670437		高级路由计划	默认		0	0	0	;w85	;w85					0	1		670437		0	1	0
670438		高级路由计划	默认		0	0	0	IVPR,	IVPR,					0	1		670438		0	1	0
670439		高级路由计划	默认		0	0	0	zB]mt]#rRf[*	zB]mt]#rRf[*					0	1		670439		0	1	0
670440		高级路由计划	默认		0	0	0	\A2|*	\A2|*					0	1		670440		0	1	0
670441		高级路由计划	默认		0	0	0	|jX%	|jX%					0	1		670441		0	1	0
670442		高级路由计划	默认		0	0	0	X{,O/zz'[	X{,O/zz'[					0	1		670442		0	1	0
670443		高级路由计划	默认		0	0	0	^n&Y=:	^n&Y=:					0	1		670443		0	1	0
670444		高级路由计划	默认		0	0	0	&L1Rx?z	&L1Rx?z					0	1		670444		0	1	0
670445		高级路由计划	默认		0	0	0	N.2K6:Gt`t~	N.2K6:Gt`t~					0	1		670445		0	1	0
670446		高级路由计划	默认		0	0	0	";XQ	";XQ					0	1		670446		0	1	0
670447		高级路由计划	默认		0	0	0	|G0R6vB)@_HZ	|G0R6vB)@_HZ					0	1		670447		0	1	0
670448		高级路由计划	默认		0	0	0	pCpWr|NyeN>i	pCpWr|NyeN>i					0	1		670448		0	1	0
670449		高级路由计划	默认		0	0	0	]Dbt	]Dbt					0	1		670449		0	1	0
670450		高级路由计划	默认		0	0	0	x-iVMUqexVO\	x-iVMUqexVO\					0	1		670450		0	1	0
670451		高级路由计划	默认		0	0	0	zg/s@$-w	zg/s@$-w					0	1		670451		0	1	0
670452		高级路由计划	默认		0	0	0	&irYIxJ	&irYIxJ					0	1		670452		0	1	0
670453		高级路由计划	默认		0	0	0	>4og'	>4og'					0	1		670453		0	1	0
670454		高级路由计划	默认		0	0	0	=p:oJ	=p:oJ					0	1		670454		0	1	0
670455		高级路由计划	默认		0	0	0	NgU?*M	NgU?*M					0	1		670455		0	1	0
670456		高级路由计划	默认		0	0	0	\a.D	\a.D					0	1		670456		0	1	0
670457		高级路由计划	默认		0	0	0	W:I@	W:I@					0	1		670457		0	1	0
670458		高级路由计划	默认		0	0	0	'oB>.4'8	'oB>.4'8					0	1		670458		0	1	0
670459		高级路由计划	默认		0	0	0	0=ftN[<Qw	0=ftN[<Qw					0	1		670459		0	1	0
670460		高级路由计划	默认		0	0	0	+cX|q	+cX|q					0	1		670460		0	1	0
670461		高级路由计划	默认		0	0	0	}lVBp]+[|M0	}lVBp]+[|M0					0	1		670461		0	1	0
670462		高级路由计划	默认		0	0	0	>aG{8/G	>aG{8/G					0	1		670462		0	1	0
670463		高级路由计划	默认		0	0	0	[`s/gkVNLI	[`s/gkVNLI					0	1		670463		0	1	0
670464		高级路由计划	默认		0	0	0	=XsF&}	=XsF&}					0	1		670464		0	1	0
670465		高级路由计划	默认		0	0	0	T.$L;uK	T.$L;uK					0	1		670465		0	1	0
670466		高级路由计划	默认		0	0	0	3_`{	3_`{					0	1		670466		0	1	0
670467		高级路由计划	默认		0	0	0	FD|Y	FD|Y					0	1		670467		0	1	0
670468		高级路由计划	默认		0	0	0	ko.WD[VFiPm&	ko.WD[VFiPm&					0	1		670468		0	1	0
670469		高级路由计划	默认		0	0	0	0^?'1	0^?'1					0	1		670469		0	1	0
670470		高级路由计划	默认		0	0	0	2Dmd@N	2Dmd@N					0	1		670470		0	1	0
670471		高级路由计划	默认		0	0	0	\rK(tq-~sC21	\rK(tq-~sC21					0	1		670471		0	1	0
670472		高级路由计划	默认		0	0	0	(1vqu	(1vqu					0	1		670472		0	1	0
670473		高级路由计划	默认		0	0	0	]:rIQ%)W:1	]:rIQ%)W:1					0	1		670473		0	1	0
670474		高级路由计划	默认		0	0	0	s^d*dV	s^d*dV					0	1		670474		0	1	0
670475		高级路由计划	默认		0	0	0	8y3=F8	8y3=F8					0	1		670475		0	1	0
670476		高级路由计划	默认		0	0	0	74v0Rs|/^	74v0Rs|/^					0	1		670476		0	1	0
670477		高级路由计划	默认		0	0	0	cU,|-	cU,|-					0	1		670477		0	1	0
670478		高级路由计划	默认		0	0	0	shs4`U5]$M~d	shs4`U5]$M~d					0	1		670478		0	1	0
670479		高级路由计划	默认		0	0	0	py_bfS8`	py_bfS8`					0	1		670479		0	1	0
670480		高级路由计划	默认		0	0	0	LdDe"g	LdDe"g					0	1		670480		0	1	0
670481		高级路由计划	默认		0	0	0	]kBJib	]kBJib					0	1		670481		0	1	0
670482		高级路由计划	默认		0	0	0	Wilo|e4>4XV*	Wilo|e4>4XV*					0	1		670482		0	1	0
670483		高级路由计划	默认		0	0	0	\Z`L5/+$	\Z`L5/+$					0	1		670483		0	1	0
670484		高级路由计划	默认		0	0	0	d+YL-I	d+YL-I					0	1		670484		0	1	0
670485		高级路由计划	默认		0	0	0	-A|Dnz-0rW"	-A|Dnz-0rW"					0	1		670485		0	1	0
670486		高级路由计划	默认		0	0	0	Mh{6G.9	Mh{6G.9					0	1		670486		0	1	0
670487		高级路由计划	默认		0	0	0	62QM<<	62QM<<					0	1		670487		0	1	0
670488		高级路由计划	默认		0	0	0	osR$ejm-M-3	osR$ejm-M-3					0	1		670488		0	1	0
670489		高级路由计划	默认		0	0	0	9{`CNBV	9{`CNBV					0	1		670489		0	1	0
670490		高级路由计划	默认		0	0	0	Q!ep	Q!ep					0	1		670490		0	1	0
670491		高级路由计划	默认		0	0	0	kBh_J[(=/Q	kBh_J[(=/Q					0	1		670491		0	1	0
670492		高级路由计划	默认		0	0	0	H=J?W1t?;&t	H=J?W1t?;&t					0	1		670492		0	1	0
670493		高级路由计划	默认		0	0	0	R389D1	R389D1					0	1		670493		0	1	0
670494		高级路由计划	默认		0	0	0	Q#SA4Dyq$}	Q#SA4Dyq$}					0	1		670494		0	1	0
670495		高级路由计划	默认		0	0	0	*Cxar?1<ulQ	*Cxar?1<ulQ					0	1		670495		0	1	0
670496		高级路由计划	默认		0	0	0	X`ne*:79Q}79	X`ne*:79Q}79					0	1		670496		0	1	0
670497		高级路由计划	默认		0	0	0	Q|H59y@RW	Q|H59y@RW					0	1		670497		0	1	0
670498		高级路由计划	默认		0	0	0	@`O<	@`O<					0	1		670498		0	1	0
670499		高级路由计划	默认		0	0	0	"`%4W;\e	"`%4W;\e					0	1		670499		0	1	0
670500		高级路由计划	默认		0	0	0	kkuJ!2	kkuJ!2					0	1		670500		0	1	0
670501		高级路由计划	默认		0	0	0	xGi{]Z;fyCX	xGi{]Z;fyCX					0	1		670501		0	1	0
670502		高级路由计划	默认		0	0	0	K$*D^	K$*D^					0	1		670502		0	1	0
670503		高级路由计划	默认		0	0	0	?fKo*	?fKo*					0	1		670503		0	1	0
670504		高级路由计划	默认		0	0	0	KPH>!	KPH>!					0	1		670504		0	1	0
670505		高级路由计划	默认		0	0	0	CPX$IR4J-	CPX$IR4J-					0	1		670505		0	1	0
670506		高级路由计划	默认		0	0	0	GVgduzo[DS}k	GVgduzo[DS}k					0	1		670506		0	1	0
670507		高级路由计划	默认		0	0	0	j'H)	j'H)					0	1		670507		0	1	0
670508		高级路由计划	默认		0	0	0	A=$JX	A=$JX					0	1		670508		0	1	0
670509		高级路由计划	默认		0	0	0	!lV8A	!lV8A					0	1		670509		0	1	0
670510		高级路由计划	默认		0	0	0	!n5@$WKq^Kv	!n5@$WKq^Kv					0	1		670510		0	1	0
670511		高级路由计划	默认		0	0	0	mK*g"	mK*g"					0	1		670511		0	1	0
670512		高级路由计划	默认		0	0	0	/:'w{Y=$zj	/:'w{Y=$zj					0	1		670512		0	1	0
670513		高级路由计划	默认		0	0	0	%+mW<^E^	%+mW<^E^					0	1		670513		0	1	0
670514		高级路由计划	默认		0	0	0	!=e?	!=e?					0	1		670514		0	1	0
670515		高级路由计划	默认		0	0	0	5M~n9*"gc?N;	5M~n9*"gc?N;					0	1		670515		0	1	0
670516		高级路由计划	默认		0	0	0	\>QT	\>QT					0	1		670516		0	1	0
670517		高级路由计划	默认		0	0	0	?RK6Od-?	?RK6Od-?					0	1		670517		0	1	0
670518		高级路由计划	默认		0	0	0	!N.soi=	!N.soi=					0	1		670518		0	1	0
670519		高级路由计划	默认		0	0	0	.j_XvaA<	.j_XvaA<					0	1		670519		0	1	0
670520		高级路由计划	默认		0	0	0	#'n^O.y	#'n^O.y					0	1		670520		0	1	0
670521		高级路由计划	默认		0	0	0	*]hvv(8^RTji	*]hvv(8^RTji					0	1		670521		0	1	0
670522		高级路由计划	默认		0	0	0	zN=m7uP:	zN=m7uP:					0	1		670522		0	1	0
670523		高级路由计划	默认		0	0	0	B73jl@I/m	B73jl@I/m					0	1		670523		0	1	0
670524		高级路由计划	默认		0	0	0	;U*Fwa	;U*Fwa					0	1		670524		0	1	0
670525		高级路由计划	默认		0	0	0	P4gs'_O(dy-e	P4gs'_O(dy-e					0	1		670525		0	1	0
670526		高级路由计划	默认		0	0	0	O,[s	O,[s					0	1		670526		0	1	0
670527		高级路由计划	默认		0	0	0	$D:/	$D:/					0	1		670527		0	1	0
670528		高级路由计划	默认		0	0	0	yf'R	yf'R					0	1		670528		0	1	0
670529		高级路由计划	默认		0	0	0	,`-7^4.	,`-7^4.					0	1		670529		0	1	0
670530		高级路由计划	默认		0	0	0	Yi=6c	Yi=6c					0	1		670530		0	1	0
670531		高级路由计划	默认		0	0	0	g/i}	g/i}					0	1		670531		0	1	0
670532		高级路由计划	默认		0	0	0	d;<A1j!KQ	d;<A1j!KQ					0	1		670532		0	1	0
670533		高级路由计划	默认		0	0	0	xY0J	xY0J					0	1		670533		0	1	0
670534		高级路由计划	默认		0	0	0	4>!Q~G>H	4>!Q~G>H					0	1		670534		0	1	0
670535		高级路由计划	默认		0	0	0	5P#.	5P#.					0	1		670535		0	1	0
670536		高级路由计划	默认		0	0	0	%!wP=T,	%!wP=T,					0	1		670536		0	1	0
670537		高级路由计划	默认		0	0	0	Zg~tQdK<0\pK	Zg~tQdK<0\pK					0	1		670537		0	1	0
670538		高级路由计划	默认		0	0	0	R\'Q	R\'Q					0	1		670538		0	1	0
670539		高级路由计划	默认		0	0	0	Nc%lX+	Nc%lX+					0	1		670539		0	1	0
670540		高级路由计划	默认		0	0	0	r}.qx(X,jV	r}.qx(X,jV					0	1		670540		0	1	0
670541		高级路由计划	默认		0	0	0	ImLNZyIm&m	ImLNZyIm&m					0	1		670541		0	1	0
670542		高级路由计划	默认		0	0	0	uRz&KfM`M	uRz&KfM`M					0	1		670542		0	1	0
670543		高级路由计划	默认		0	0	0	=1Dg?8	=1Dg?8					0	1		670543		0	1	0
670544		高级路由计划	默认		0	0	0	bP;y{,6F'4>u	bP;y{,6F'4>u					0	1		670544		0	1	0
670545		高级路由计划	默认		0	0	0	-wAeh<	-wAeh<					0	1		670545		0	1	0
670546		高级路由计划	默认		0	0	0	P,0$Ze^i@eUz	P,0$Ze^i@eUz					0	1		670546		0	1	0
670547		高级路由计划	默认		0	0	0	wwQjhm}~[%e	wwQjhm}~[%e					0	1		670547		0	1	0
670548		高级路由计划	默认		0	0	0	KrwTh1$C~	KrwTh1$C~					0	1		670548		0	1	0
670549		高级路由计划	默认		0	0	0	cr)P^SazF-:	cr)P^SazF-:					0	1		670549		0	1	0
670550		高级路由计划	默认		0	0	0	%o]k$$`Zkl	%o]k$$`Zkl					0	1		670550		0	1	0
670551		高级路由计划	默认		0	0	0	$_(5i>3	$_(5i>3					0	1		670551		0	1	0
670552		高级路由计划	默认		0	0	0	*{2il(KbRm|	*{2il(KbRm|					0	1		670552		0	1	0
670553		高级路由计划	默认		0	0	0	AGmD>3=RA	AGmD>3=RA					0	1		670553		0	1	0
670554		高级路由计划	默认		0	0	0	rEuMThP^}Z+O	rEuMThP^}Z+O					0	1		670554		0	1	0
670555		高级路由计划	默认		0	0	0	DnM2NT	DnM2NT					0	1		670555		0	1	0
670556		高级路由计划	默认		0	0	0	jaK*V)cjdd	jaK*V)cjdd					0	1		670556		0	1	0
670557		高级路由计划	默认		0	0	0	B:W=lQWsFf"	B:W=lQWsFf"					0	1		670557		0	1	0
670558		高级路由计划	默认		0	0	0	yvVCzZg	yvVCzZg					0	1		670558		0	1	0
670559		高级路由计划	默认		0	0	0	8\bI	8\bI					0	1		670559		0	1	0
670560		高级路由计划	默认		0	0	0	X2'ET1!	X2'ET1!					0	1		670560		0	1	0
670561		高级路由计划	默认		0	0	0	(X)9Z.wY	(X)9Z.wY					0	1		670561		0	1	0
670562		高级路由计划	默认		0	0	0	rj!h_f&8b	rj!h_f&8b					0	1		670562		0	1	0
670563		高级路由计划	默认		0	0	0	H`s)4):9	H`s)4):9					0	1		670563		0	1	0
670564		高级路由计划	默认		0	0	0	73.Li]55.$	73.Li]55.$					0	1		670564		0	1	0
670565		高级路由计划	默认		0	0	0	#4$[a|	#4$[a|					0	1		670565		0	1	0
670566		高级路由计划	默认		0	0	0	fwVIa]%Q+R	fwVIa]%Q+R					0	1		670566		0	1	0
670567		高级路由计划	默认		0	0	0	.i2%Q?&rX	.i2%Q?&rX					0	1		670567		0	1	0
670568		高级路由计划	默认		0	0	0	lqc_	lqc_					0	1		670568		0	1	0
670569		高级路由计划	默认		0	0	0	Kbg!C~#	Kbg!C~#					0	1		670569		0	1	0
670570		高级路由计划	默认		0	0	0	m]/2K;U	m]/2K;U					0	1		670570		0	1	0
670571		高级路由计划	默认		0	0	0	sE?x+X%P	sE?x+X%P					0	1		670571		0	1	0
670572		高级路由计划	默认		0	0	0	%bPqje*l	%bPqje*l					0	1		670572		0	1	0
670573		高级路由计划	默认		0	0	0	f<)VjKFdVF	f<)VjKFdVF					0	1		670573		0	1	0
670574		高级路由计划	默认		0	0	0	sXE?'*	sXE?'*					0	1		670574		0	1	0
670575		高级路由计划	默认		0	0	0	(k"{VV0(enU6	(k"{VV0(enU6					0	1		670575		0	1	0
670576		高级路由计划	默认		0	0	0	Pw7j:	Pw7j:					0	1		670576		0	1	0
670577		高级路由计划	默认		0	0	0	cg1A<_K{9X6_	cg1A<_K{9X6_					0	1		670577		0	1	0
670578		高级路由计划	默认		0	0	0	nR$#7'Ls=)	nR$#7'Ls=)					0	1		670578		0	1	0
670579		高级路由计划	默认		0	0	0	y7cgcb>{`zk7	y7cgcb>{`zk7					0	1		670579		0	1	0
670580		高级路由计划	默认		0	0	0	/Rx1jJwdZ9	/Rx1jJwdZ9					0	1		670580		0	1	0
670581		高级路由计划	默认		0	0	0	$q,y	$q,y					0	1		670581		0	1	0
670582		高级路由计划	默认		0	0	0	\1:kP^rKY	\1:kP^rKY					0	1		670582		0	1	0
670583		高级路由计划	默认		0	0	0	5+CbtTO)Z827	5+CbtTO)Z827					0	1		670583		0	1	0
670584		高级路由计划	默认		0	0	0	<&09adXa},-C	<&09adXa},-C					0	1		670584		0	1	0
670585		高级路由计划	默认		0	0	0	_)W0NctN	_)W0NctN					0	1		670585		0	1	0
670586		高级路由计划	默认		0	0	0	A]Zk_mxAzos	A]Zk_mxAzos					0	1		670586		0	1	0
670587		高级路由计划	默认		0	0	0	nhNP!	nhNP!					0	1		670587		0	1	0
670588		高级路由计划	默认		0	0	0	"'sP	"'sP					0	1		670588		0	1	0
670589		高级路由计划	默认		0	0	0	?a:F	?a:F					0	1		670589		0	1	0
670590		高级路由计划	默认		0	0	0	I/KnmatQfDMl	I/KnmatQfDMl					0	1		670590		0	1	0
670591		高级路由计划	默认		0	0	0	5B,_oN0S,It_	5B,_oN0S,It_					0	1		670591		0	1	0
670592		高级路由计划	默认		0	0	0	ZRWpXpm	ZRWpXpm					0	1		670592		0	1	0
670593		高级路由计划	默认		0	0	0	`<4WuH->7	`<4WuH->7					0	1		670593		0	1	0
670594		高级路由计划	默认		0	0	0	%AP;nc4	%AP;nc4					0	1		670594		0	1	0
670595		高级路由计划	默认		0	0	0	.9/B1~ovjIJ	.9/B1~ovjIJ					0	1		670595		0	1	0
670596		高级路由计划	默认		0	0	0	2YDIn~	2YDIn~					0	1		670596		0	1	0
670597		高级路由计划	默认		0	0	0	SE#Bc^I-	SE#Bc^I-					0	1		670597		0	1	0
670598		高级路由计划	默认		0	0	0	}/He	}/He					0	1		670598		0	1	0
670599		高级路由计划	默认		0	0	0	dMA?(d	dMA?(d					0	1		670599		0	1	0
670600		高级路由计划	默认		0	0	0	/\_r80	/\_r80					0	1		670600		0	1	0
670601		高级路由计划	默认		0	0	0	UGV7Q"du<^d\	UGV7Q"du<^d\					0	1		670601		0	1	0
670602		高级路由计划	默认		0	0	0	tUNy	tUNy					0	1		670602		0	1	0
670603		高级路由计划	默认		0	0	0	[HCPgA	[HCPgA					0	1		670603		0	1	0
670604		高级路由计划	默认		0	0	0	HGF5>J`Ch?a`	HGF5>J`Ch?a`					0	1		670604		0	1	0
670605		高级路由计划	默认		0	0	0	KG,"l	KG,"l					0	1		670605		0	1	0
670606		高级路由计划	默认		0	0	0	gVvWK@_$!M	gVvWK@_$!M					0	1		670606		0	1	0
670607		高级路由计划	默认		0	0	0	.Mzy%yE\4	.Mzy%yE\4					0	1		670607		0	1	0
670608		高级路由计划	默认		0	0	0	~hI0K/'[`)T	~hI0K/'[`)T					0	1		670608		0	1	0
670609		高级路由计划	默认		0	0	0	SM|c$c	SM|c$c					0	1		670609		0	1	0
670610		高级路由计划	默认		0	0	0	gOj(Vs>b!	gOj(Vs>b!					0	1		670610		0	1	0
670611		高级路由计划	默认		0	0	0	WzRj7	WzRj7					0	1		670611		0	1	0
670612		高级路由计划	默认		0	0	0	j}_X@9gs3G	j}_X@9gs3G					0	1		670612		0	1	0
670613		高级路由计划	默认		0	0	0	cEo;/(!H/G=I	cEo;/(!H/G=I					0	1		670613		0	1	0
670614		高级路由计划	默认		0	0	0	sfh+=)Aqp$V,	sfh+=)Aqp$V,					0	1		670614		0	1	0
670615		高级路由计划	默认		0	0	0	x[1*	x[1*					0	1		670615		0	1	0
670616		高级路由计划	默认		0	0	0	<>{V	<>{V					0	1		670616		0	1	0
670617		高级路由计划	默认		0	0	0	j;ZaK{.V	j;ZaK{.V					0	1		670617		0	1	0
670618		高级路由计划	默认		0	0	0	]:ajQD7#K{?	]:ajQD7#K{?					0	1		670618		0	1	0
670619		高级路由计划	默认		0	0	0	k}b<w%^x\.W	k}b<w%^x\.W					0	1		670619		0	1	0
670620		高级路由计划	默认		0	0	0	9@XmG1	9@XmG1					0	1		670620		0	1	0
670621		高级路由计划	默认		0	0	0	c5-7Fb9	c5-7Fb9					0	1		670621		0	1	0
670622		高级路由计划	默认		0	0	0	I|Rs0mz}:gBO	I|Rs0mz}:gBO					0	1		670622		0	1	0
670623		高级路由计划	默认		0	0	0	kM&Yu[	kM&Yu[					0	1		670623		0	1	0
670624		高级路由计划	默认		0	0	0	d_:hh;FtR[	d_:hh;FtR[					0	1		670624		0	1	0
670625		高级路由计划	默认		0	0	0	R{fA	R{fA					0	1		670625		0	1	0
670626		高级路由计划	默认		0	0	0	vs'8EIB6	vs'8EIB6					0	1		670626		0	1	0
670627		高级路由计划	默认		0	0	0	HhVn*ogUE	HhVn*ogUE					0	1		670627		0	1	0
670628		高级路由计划	默认		0	0	0	\a{bn;5+	\a{bn;5+					0	1		670628		0	1	0
670629		高级路由计划	默认		0	0	0	{7m>vq4$xYl	{7m>vq4$xYl					0	1		670629		0	1	0
670630		高级路由计划	默认		0	0	0	N+{uZCQ"'>=	N+{uZCQ"'>=					0	1		670630		0	1	0
670631		高级路由计划	默认		0	0	0	I}F:')[	I}F:')[					0	1		670631		0	1	0
670632		高级路由计划	默认		0	0	0	5_M-4	5_M-4					0	1		670632		0	1	0
670633		高级路由计划	默认		0	0	0	dGu11$h}	dGu11$h}					0	1		670633		0	1	0
670634		高级路由计划	默认		0	0	0	/lJS0GKC!G+	/lJS0GKC!G+					0	1		670634		0	1	0
670635		高级路由计划	默认		0	0	0	7/&P	7/&P					0	1		670635		0	1	0
670636		高级路由计划	默认		0	0	0	-v!u[*yO-	-v!u[*yO-					0	1		670636		0	1	0
670637		高级路由计划	默认		0	0	0	qrpJ	qrpJ					0	1		670637		0	1	0
670638		高级路由计划	默认		0	0	0	b1N6D	b1N6D					0	1		670638		0	1	0
670639		高级路由计划	默认		0	0	0	d)uU	d)uU					0	1		670639		0	1	0
670640		高级路由计划	默认		0	0	0	CUck	CUck					0	1		670640		0	1	0
670641		高级路由计划	默认		0	0	0	?>U{?$TpD!	?>U{?$TpD!					0	1		670641		0	1	0
670642		高级路由计划	默认		0	0	0	0Mz;i\	0Mz;i\					0	1		670642		0	1	0
670643		高级路由计划	默认		0	0	0	v>niM0I}#	v>niM0I}#					0	1		670643		0	1	0
670644		高级路由计划	默认		0	0	0	a!863X	a!863X					0	1		670644		0	1	0
670645		高级路由计划	默认		0	0	0	]fYE/L6buu3	]fYE/L6buu3					0	1		670645		0	1	0
670646		高级路由计划	默认		0	0	0	&gMkgQgh@#	&gMkgQgh@#					0	1		670646		0	1	0
670647		高级路由计划	默认		0	0	0	UF!H	UF!H					0	1		670647		0	1	0
670648		高级路由计划	默认		0	0	0	QD9Ph	QD9Ph					0	1		670648		0	1	0
670649		高级路由计划	默认		0	0	0	\?<cal:P<[V7	\?<cal:P<[V7					0	1		670649		0	1	0
670650		高级路由计划	默认		0	0	0	"7Ng[,I3.M!	"7Ng[,I3.M!					0	1		670650		0	1	0
